hr;weekdays;cnt
11;Dienstag;725
12;Dienstag;919
13;Dienstag;885
14;Dienstag;880
15;Dienstag;937
16;Dienstag;1417
17;Dienstag;2753
18;Dienstag;2488
19;Dienstag;1496
20;Dienstag;810
21;Dienstag;592
22;Dienstag;426
23;Dienstag;288
0;Mittwoch;135
1;Mittwoch;95
2;Mittwoch;46
3;Mittwoch;24
4;Mittwoch;22
5;Mittwoch;97
6;Mittwoch;556
7;Mittwoch;1929
8;Mittwoch;3803
9;Mittwoch;1787
10;Mittwoch;831
11;Mittwoch;755
12;Mittwoch;1000
13;Mittwoch;1055
14;Mittwoch;863
15;Mittwoch;957
16;Mittwoch;1460
17;Mittwoch;2761
18;Mittwoch;2524
19;Mittwoch;1476
20;Mittwoch;907
21;Mittwoch;607
22;Mittwoch;490
23;Mittwoch;305
0;Donnerstag;170
1;Donnerstag;93
2;Donnerstag;60
3;Donnerstag;39
4;Donnerstag;36
5;Donnerstag;86
6;Donnerstag;600
7;Donnerstag;1947
8;Donnerstag;3807
9;Donnerstag;1894
10;Donnerstag;908
11;Donnerstag;783
12;Donnerstag;1133
13;Donnerstag;1001
14;Donnerstag;1007
15;Donnerstag;1055
16;Donnerstag;1406
17;Donnerstag;2680
18;Donnerstag;2503
19;Donnerstag;1360
20;Donnerstag;816
21;Donnerstag;640
22;Donnerstag;501
23;Donnerstag;371
0;Freitag;227
1;Freitag;126
2;Freitag;74
3;Freitag;56
4;Freitag;57
5;Freitag;88
6;Freitag;491
7;Freitag;1751
8;Freitag;3548
9;Freitag;1788
10;Freitag;940
11;Freitag;944
12;Freitag;1234
13;Freitag;1318
14;Freitag;1252
15;Freitag;1292
16;Freitag;1825
17;Freitag;2879
18;Freitag;2111
19;Freitag;1220
20;Freitag;747
21;Freitag;553
22;Freitag;453
23;Freitag;363
0;Samstag;347
1;Samstag;222
2;Samstag;206
3;Samstag;147
4;Samstag;87
5;Samstag;75
6;Samstag;78
7;Samstag;168
8;Samstag;457
9;Samstag;869
10;Samstag;1266
11;Samstag;1880
12;Samstag;2460
13;Samstag;2830
14;Samstag;3118
15;Samstag;3179
16;Samstag;3057
17;Samstag;2622
18;Samstag;1432
19;Samstag;857
20;Samstag;600
21;Samstag;535
22;Samstag;464
23;Samstag;409
0;Sonntag;394
1;Sonntag;345
2;Sonntag;257
3;Sonntag;173
4;Sonntag;99
5;Sonntag;70
6;Sonntag;100
7;Sonntag;146
8;Sonntag;345
9;Sonntag;775
10;Sonntag;1390
11;Sonntag;1835
12;Sonntag;2179
13;Sonntag;2077
14;Sonntag;2045
15;Sonntag;1664
16;Sonntag;1489
17;Sonntag;1398
18;Sonntag;1155
19;Sonntag;671
20;Sonntag;481
21;Sonntag;406
22;Sonntag;298
23;Sonntag;225
0;Montag;126
1;Montag;79
2;Montag;33
3;Montag;20
4;Montag;31
5;Montag;80
6;Montag;519
7;Montag;1972
8;Montag;3886
9;Montag;1794
10;Montag;807
11;Montag;770
12;Montag;875
13;Montag;962
14;Montag;843
15;Montag;908
16;Montag;1378
17;Montag;2841
18;Montag;2562
19;Montag;1467
20;Montag;828
21;Montag;640
22;Montag;382
23;Montag;234
0;Dienstag;127
1;Dienstag;59
2;Dienstag;37
3;Dienstag;14
4;Dienstag;30
5;Dienstag;86
6;Dienstag;614
7;Dienstag;2179
8;Dienstag;4033
9;Dienstag;1944
10;Dienstag;950
11;Dienstag;903
12;Dienstag;1144
13;Dienstag;1140
14;Dienstag;1146
15;Dienstag;1277
16;Dienstag;1754
17;Dienstag;3220
18;Dienstag;2860
19;Dienstag;1634
20;Dienstag;948
21;Dienstag;723
22;Dienstag;548
23;Dienstag;304
0;Mittwoch;144
1;Mittwoch;78
2;Mittwoch;56
3;Mittwoch;28
4;Mittwoch;42
5;Mittwoch;117
6;Mittwoch;606
7;Mittwoch;2064
8;Mittwoch;4053
9;Mittwoch;1965
10;Mittwoch;1027
11;Mittwoch;909
12;Mittwoch;1197
13;Mittwoch;1221
14;Mittwoch;1105
15;Mittwoch;1235
16;Mittwoch;1629
17;Mittwoch;2840
18;Mittwoch;2773
19;Mittwoch;1621
20;Mittwoch;1017
21;Mittwoch;679
22;Mittwoch;629
23;Mittwoch;384
0;Donnerstag;205
1;Donnerstag;95
2;Donnerstag;82
3;Donnerstag;31
4;Donnerstag;30
5;Donnerstag;101
6;Donnerstag;614
7;Donnerstag;2136
8;Donnerstag;4125
9;Donnerstag;2055
10;Donnerstag;1008
11;Donnerstag;958
12;Donnerstag;1260
13;Donnerstag;1282
14;Donnerstag;1192
15;Donnerstag;1258
16;Donnerstag;1681
17;Donnerstag;3035
18;Donnerstag;2720
19;Donnerstag;1567
20;Donnerstag;989
21;Donnerstag;720
22;Donnerstag;580
23;Donnerstag;407
0;Freitag;264
1;Freitag;134
2;Freitag;93
3;Freitag;54
4;Freitag;57
5;Freitag;111
6;Freitag;532
7;Freitag;1764
8;Freitag;3609
9;Freitag;1948
10;Freitag;941
11;Freitag;952
12;Freitag;1235
13;Freitag;1255
14;Freitag;1164
15;Freitag;1186
16;Freitag;1692
17;Freitag;2927
18;Freitag;2256
19;Freitag;1229
20;Freitag;816
21;Freitag;559
22;Freitag;451
23;Freitag;471
0;Samstag;336
1;Samstag;238
2;Samstag;190
3;Samstag;136
4;Samstag;85
5;Samstag;69
6;Samstag;73
7;Samstag;211
8;Samstag;452
9;Samstag;859
10;Samstag;1271
11;Samstag;1546
12;Samstag;1464
13;Samstag;1510
14;Samstag;1561
15;Samstag;1617
16;Samstag;1625
17;Samstag;1421
18;Samstag;1011
19;Samstag;768
20;Samstag;520
21;Samstag;407
22;Samstag;355
23;Samstag;376
0;Sonntag;313
1;Sonntag;276
2;Sonntag;217
3;Sonntag;120
4;Sonntag;83
5;Sonntag;59
6;Sonntag;79
7;Sonntag;103
8;Sonntag;221
9;Sonntag;477
10;Sonntag;732
11;Sonntag;1035
12;Sonntag;1153
13;Sonntag;774
14;Sonntag;603
15;Sonntag;713
16;Sonntag;770
17;Sonntag;730
18;Sonntag;687
19;Sonntag;487
20;Sonntag;380
21;Sonntag;280
22;Sonntag;216
23;Sonntag;154
0;Montag;117
1;Montag;69
2;Montag;36
3;Montag;14
4;Montag;19
5;Montag;68
6;Montag;427
7;Montag;1025
8;Montag;1984
9;Montag;1487
10;Montag;654
11;Montag;607
12;Montag;897
13;Montag;855
14;Montag;758
15;Montag;857
16;Montag;1312
17;Montag;2760
18;Montag;2526
19;Montag;1379
20;Montag;818
21;Montag;554
22;Montag;372
23;Montag;229
0;Dienstag;103
1;Dienstag;80
2;Dienstag;47
3;Dienstag;39
4;Dienstag;42
5;Dienstag;90
6;Dienstag;567
7;Dienstag;1950
8;Dienstag;3734
9;Dienstag;1798
10;Dienstag;880
11;Dienstag;793
12;Dienstag;1081
13;Dienstag;1045
14;Dienstag;979
15;Dienstag;1186
16;Dienstag;1582
17;Dienstag;2942
18;Dienstag;2849
19;Dienstag;1622
20;Dienstag;888
21;Dienstag;688
22;Dienstag;476
23;Dienstag;319
0;Mittwoch;174
1;Mittwoch;86
2;Mittwoch;47
3;Mittwoch;46
4;Mittwoch;27
5;Mittwoch;83
6;Mittwoch;597
7;Mittwoch;2025
8;Mittwoch;3889
9;Mittwoch;1923
10;Mittwoch;944
11;Mittwoch;855
12;Mittwoch;1138
13;Mittwoch;1195
14;Mittwoch;1078
15;Mittwoch;1106
16;Mittwoch;1569
17;Mittwoch;2961
18;Mittwoch;2636
19;Mittwoch;1572
20;Mittwoch;904
21;Mittwoch;737
22;Mittwoch;502
23;Mittwoch;345
0;Donnerstag;157
1;Donnerstag;120
2;Donnerstag;71
3;Donnerstag;50
4;Donnerstag;37
5;Donnerstag;97
6;Donnerstag;584
7;Donnerstag;1939
8;Donnerstag;3787
9;Donnerstag;1841
10;Donnerstag;839
11;Donnerstag;738
12;Donnerstag;953
13;Donnerstag;891
14;Donnerstag;860
15;Donnerstag;903
16;Donnerstag;1418
17;Donnerstag;2648
18;Donnerstag;2461
19;Donnerstag;1393
20;Donnerstag;808
21;Donnerstag;642
22;Donnerstag;494
23;Donnerstag;346
0;Freitag;97
1;Freitag;39
2;Freitag;57
3;Freitag;56
4;Freitag;46
5;Freitag;82
6;Freitag;472
7;Freitag;1636
8;Freitag;3515
9;Freitag;1759
10;Freitag;889
11;Freitag;832
12;Freitag;1128
13;Freitag;1257
14;Freitag;1223
15;Freitag;1363
16;Freitag;1918
17;Freitag;2970
18;Freitag;2274
19;Freitag;1247
20;Freitag;828
21;Freitag;532
22;Freitag;494
23;Freitag;512
0;Samstag;400
1;Samstag;322
2;Samstag;242
3;Samstag;143
4;Samstag;108
5;Samstag;65
6;Samstag;114
7;Samstag;233
8;Samstag;429
9;Samstag;744
10;Samstag;1105
11;Samstag;1251
12;Samstag;1355
13;Samstag;1377
14;Samstag;1315
15;Samstag;1224
16;Samstag;1340
17;Samstag;1128
18;Samstag;794
19;Samstag;715
20;Samstag;542
21;Samstag;468
22;Samstag;345
23;Samstag;357
0;Sonntag;318
1;Sonntag;238
2;Sonntag;207
3;Sonntag;151
4;Sonntag;84
5;Sonntag;69
6;Sonntag;97
7;Sonntag;166
8;Sonntag;308
9;Sonntag;629
10;Sonntag;1070
11;Sonntag;1334
12;Sonntag;1724
13;Sonntag;1809
14;Sonntag;1915
15;Sonntag;1941
16;Sonntag;1857
17;Sonntag;1469
18;Sonntag;1134
19;Sonntag;737
20;Sonntag;434
21;Sonntag;345
22;Sonntag;341
23;Sonntag;241
0;Montag;144
1;Montag;79
2;Montag;47
3;Montag;31
4;Montag;44
5;Montag;81
6;Montag;569
7;Montag;1948
8;Montag;3719
9;Montag;1777
10;Montag;910
11;Montag;844
12;Montag;1114
13;Montag;1153
14;Montag;1017
15;Montag;1109
16;Montag;1519
17;Montag;3044
18;Montag;2819
19;Montag;1483
20;Montag;929
21;Montag;554
22;Montag;402
23;Montag;256
0;Dienstag;134
1;Dienstag;74
2;Dienstag;32
3;Dienstag;27
4;Dienstag;34
5;Dienstag;98
6;Dienstag;609
7;Dienstag;2081
8;Dienstag;3864
9;Dienstag;1824
10;Dienstag;933
11;Dienstag;795
12;Dienstag;996
13;Dienstag;922
14;Dienstag;832
15;Dienstag;966
16;Dienstag;1437
17;Dienstag;2777
18;Dienstag;2223
19;Dienstag;1210
20;Dienstag;877
21;Dienstag;605
22;Dienstag;444
23;Dienstag;289
0;Mittwoch;145
1;Mittwoch;81
2;Mittwoch;45
3;Mittwoch;34
4;Mittwoch;31
5;Mittwoch;96
6;Mittwoch;627
7;Mittwoch;2052
8;Mittwoch;3858
9;Mittwoch;1896
10;Mittwoch;921
11;Mittwoch;702
12;Mittwoch;948
13;Mittwoch;1047
14;Mittwoch;1008
15;Mittwoch;1080
16;Mittwoch;1511
17;Mittwoch;2878
18;Mittwoch;2788
19;Mittwoch;1520
20;Mittwoch;922
21;Mittwoch;662
22;Mittwoch;497
23;Mittwoch;323
0;Donnerstag;173
1;Donnerstag;84
2;Donnerstag;49
3;Donnerstag;40
4;Donnerstag;28
5;Donnerstag;59
6;Donnerstag;247
7;Donnerstag;974
8;Donnerstag;2658
9;Donnerstag;1251
10;Donnerstag;636
11;Donnerstag;630
12;Donnerstag;739
13;Donnerstag;742
14;Donnerstag;854
15;Donnerstag;983
16;Donnerstag;1357
17;Donnerstag;2601
18;Donnerstag;2399
19;Donnerstag;1411
20;Donnerstag;911
21;Donnerstag;634
22;Donnerstag;506
23;Donnerstag;339
0;Freitag;190
1;Freitag;128
2;Freitag;75
3;Freitag;38
4;Freitag;43
5;Freitag;99
6;Freitag;517
7;Freitag;1709
8;Freitag;3514
9;Freitag;1866
10;Freitag;977
11;Freitag;963
12;Freitag;1217
13;Freitag;1288
14;Freitag;1285
15;Freitag;1377
16;Freitag;1917
17;Freitag;3034
18;Freitag;2410
19;Freitag;1353
20;Freitag;799
21;Freitag;599
22;Freitag;507
23;Freitag;443
0;Samstag;401
1;Samstag;356
2;Samstag;258
3;Samstag;198
4;Samstag;118
5;Samstag;90
6;Samstag;125
7;Samstag;196
8;Samstag;454
9;Samstag;807
10;Samstag;1050
11;Samstag;1448
12;Samstag;1508
13;Samstag;1478
14;Samstag;1651
15;Samstag;1639
16;Samstag;1624
17;Samstag;1564
18;Samstag;1216
19;Samstag;845
20;Samstag;693
21;Samstag;461
22;Samstag;382
23;Samstag;424
0;Sonntag;395
1;Sonntag;0
3;Sonntag;282
4;Sonntag;216
5;Sonntag;112
6;Sonntag;101
7;Sonntag;98
8;Sonntag;142
9;Sonntag;217
10;Sonntag;341
11;Sonntag;505
12;Sonntag;575
13;Sonntag;392
14;Sonntag;699
15;Sonntag;856
16;Sonntag;548
17;Sonntag;875
18;Sonntag;839
19;Sonntag;335
20;Sonntag;341
21;Sonntag;278
22;Sonntag;225
23;Sonntag;220
0;Montag;132
1;Montag;59
2;Montag;47
3;Montag;28
4;Montag;27
5;Montag;86
6;Montag;458
7;Montag;1623
8;Montag;3370
9;Montag;1650
10;Montag;782
11;Montag;747
12;Montag;1101
13;Montag;1119
14;Montag;1053
15;Montag;1044
16;Montag;1370
17;Montag;2558
18;Montag;1868
19;Montag;1163
20;Montag;769
21;Montag;461
22;Montag;376
23;Montag;215
0;Dienstag;48
1;Dienstag;21
6;Dienstag;459
7;Dienstag;1635
8;Dienstag;3297
9;Dienstag;1716
10;Dienstag;872
11;Dienstag;737
12;Dienstag;963
13;Dienstag;974
14;Dienstag;894
15;Dienstag;992
16;Dienstag;1271
17;Dienstag;2476
18;Dienstag;2623
19;Dienstag;1556
20;Dienstag;778
21;Dienstag;559
22;Dienstag;445
23;Dienstag;286
0;Mittwoch;155
1;Mittwoch;98
2;Mittwoch;46
3;Mittwoch;30
4;Mittwoch;36
5;Mittwoch;65
6;Mittwoch;512
7;Mittwoch;1703
8;Mittwoch;3473
9;Mittwoch;1797
10;Mittwoch;903
11;Mittwoch;796
12;Mittwoch;1094
13;Mittwoch;1013
14;Mittwoch;942
15;Mittwoch;991
16;Mittwoch;1471
17;Mittwoch;2501
18;Mittwoch;2543
19;Mittwoch;1462
20;Mittwoch;874
21;Mittwoch;529
22;Mittwoch;328
23;Mittwoch;177
0;Donnerstag;104
1;Donnerstag;76
2;Donnerstag;55
3;Donnerstag;23
4;Donnerstag;27
5;Donnerstag;61
6;Donnerstag;374
7;Donnerstag;1283
8;Donnerstag;2813
9;Donnerstag;1521
10;Donnerstag;847
11;Donnerstag;804
12;Donnerstag;1010
13;Donnerstag;1062
14;Donnerstag;1103
15;Donnerstag;1279
16;Donnerstag;1779
17;Donnerstag;2679
18;Donnerstag;2214
19;Donnerstag;1374
20;Donnerstag;815
21;Donnerstag;545
22;Donnerstag;489
23;Donnerstag;345
0;Freitag;279
1;Freitag;174
2;Freitag;89
3;Freitag;61
4;Freitag;46
5;Freitag;75
6;Freitag;78
7;Freitag;107
8;Freitag;196
9;Freitag;423
10;Freitag;580
11;Freitag;809
12;Freitag;1055
13;Freitag;1148
14;Freitag;1299
15;Freitag;1404
16;Freitag;959
17;Freitag;400
18;Freitag;416
19;Freitag;502
20;Freitag;398
21;Freitag;262
22;Freitag;283
23;Freitag;255
0;Samstag;236
1;Samstag;175
2;Samstag;119
3;Samstag;108
4;Samstag;91
5;Samstag;73
6;Samstag;89
7;Samstag;119
8;Samstag;260
9;Samstag;478
11;Samstag;894
12;Samstag;1033
13;Samstag;1054
14;Samstag;1108
15;Samstag;1209
16;Samstag;1245
17;Samstag;1086
18;Samstag;1057
19;Samstag;786
20;Samstag;515
21;Samstag;420
22;Samstag;375
23;Samstag;334
0;Sonntag;286
1;Sonntag;212
2;Sonntag;195
3;Sonntag;162
4;Sonntag;88
5;Sonntag;71
6;Sonntag;75
7;Sonntag;121
8;Sonntag;206
9;Sonntag;454
10;Sonntag;821
11;Sonntag;1075
12;Sonntag;1496
13;Sonntag;1696
14;Sonntag;1805
15;Sonntag;1981
16;Sonntag;2156
17;Sonntag;1961
18;Sonntag;1558
19;Sonntag;1174
20;Sonntag;634
21;Sonntag;424
22;Sonntag;413
23;Sonntag;305
0;Montag;263
1;Montag;177
2;Montag;116
3;Montag;83
4;Montag;58
5;Montag;51
6;Montag;72
7;Montag;161
8;Montag;274
9;Montag;567
10;Montag;1061
11;Montag;1807
12;Montag;2521
13;Montag;2840
14;Montag;2993
15;Montag;3000
16;Montag;2723
17;Montag;2265
18;Montag;1652
19;Montag;1090
20;Montag;656
21;Montag;393
22;Montag;381
23;Montag;235
0;Dienstag;144
1;Dienstag;86
2;Dienstag;35
3;Dienstag;39
4;Dienstag;30
5;Dienstag;98
6;Dienstag;456
7;Dienstag;1567
8;Dienstag;3226
9;Dienstag;1633
10;Dienstag;887
11;Dienstag;1001
12;Dienstag;1315
13;Dienstag;1388
14;Dienstag;1450
15;Dienstag;1646
16;Dienstag;2208
17;Dienstag;3721
18;Dienstag;3633
19;Dienstag;2066
20;Dienstag;1138
21;Dienstag;707
22;Dienstag;606
23;Dienstag;361
0;Mittwoch;236
1;Mittwoch;136
2;Mittwoch;72
3;Mittwoch;54
4;Mittwoch;39
5;Mittwoch;107
6;Mittwoch;580
7;Mittwoch;1890
8;Mittwoch;3714
9;Mittwoch;1849
10;Mittwoch;994
11;Mittwoch;1010
12;Mittwoch;1396
13;Mittwoch;1428
14;Mittwoch;1490
15;Mittwoch;1516
16;Mittwoch;2051
17;Mittwoch;3610
18;Mittwoch;3513
19;Mittwoch;2058
20;Mittwoch;1167
21;Mittwoch;742
22;Mittwoch;615
23;Mittwoch;376
0;Donnerstag;217
1;Donnerstag;160
2;Donnerstag;134
3;Donnerstag;56
4;Donnerstag;39
5;Donnerstag;88
6;Donnerstag;575
7;Donnerstag;1925
8;Donnerstag;3712
9;Donnerstag;1827
10;Donnerstag;1041
11;Donnerstag;1097
12;Donnerstag;1460
13;Donnerstag;1496
14;Donnerstag;1530
15;Donnerstag;1615
16;Donnerstag;2120
17;Donnerstag;3573
18;Donnerstag;3533
19;Donnerstag;2251
20;Donnerstag;1215
21;Donnerstag;777
22;Donnerstag;645
23;Donnerstag;434
0;Freitag;120
1;Freitag;30
2;Freitag;73
3;Freitag;64
4;Freitag;57
5;Freitag;86
6;Freitag;505
7;Freitag;1703
8;Freitag;3473
9;Freitag;1926
10;Freitag;1174
11;Freitag;1239
12;Freitag;1528
13;Freitag;1602
14;Freitag;1596
15;Freitag;1914
16;Freitag;2311
17;Freitag;3751
18;Freitag;3325
19;Freitag;2059
20;Freitag;1308
21;Freitag;863
22;Freitag;727
23;Freitag;618
0;Samstag;549
1;Samstag;396
2;Samstag;255
3;Samstag;165
4;Samstag;129
5;Samstag;82
6;Samstag;109
7;Samstag;220
8;Samstag;433
9;Samstag;557
10;Samstag;560
11;Samstag;1074
12;Samstag;1729
13;Samstag;2165
14;Samstag;2461
15;Samstag;2713
16;Samstag;2483
17;Samstag;2410
18;Samstag;2281
19;Samstag;1703
20;Samstag;938
21;Samstag;600
22;Samstag;548
23;Samstag;553
0;Sonntag;505
1;Sonntag;406
2;Sonntag;271
3;Sonntag;221
4;Sonntag;105
5;Sonntag;85
6;Sonntag;82
7;Sonntag;143
8;Sonntag;330
9;Sonntag;768
10;Sonntag;1306
11;Sonntag;2058
12;Sonntag;2726
13;Sonntag;3095
14;Sonntag;3152
15;Sonntag;3241
16;Sonntag;2987
17;Sonntag;2472
18;Sonntag;1870
19;Sonntag;1310
20;Sonntag;793
21;Sonntag;540
22;Sonntag;440
23;Sonntag;298
0;Montag;234
1;Montag;94
2;Montag;40
3;Montag;35
4;Montag;42
5;Montag;103
6;Montag;563
7;Montag;1948
8;Montag;3752
9;Montag;1799
10;Montag;797
11;Montag;813
12;Montag;990
13;Montag;1095
14;Montag;1013
15;Montag;1172
16;Montag;1676
17;Montag;3600
18;Montag;3567
19;Montag;2076
20;Montag;1174
21;Montag;690
22;Montag;483
23;Montag;292
0;Dienstag;150
1;Dienstag;87
2;Dienstag;53
3;Dienstag;27
4;Dienstag;39
5;Dienstag;96
6;Dienstag;685
7;Dienstag;2321
8;Dienstag;4196
9;Dienstag;2038
10;Dienstag;990
11;Dienstag;1049
12;Dienstag;1464
13;Dienstag;1596
14;Dienstag;1511
15;Dienstag;1665
16;Dienstag;2360
17;Dienstag;4144
18;Dienstag;4062
19;Dienstag;2569
20;Dienstag;1399
21;Dienstag;904
22;Dienstag;701
23;Dienstag;413
0;Mittwoch;210
1;Mittwoch;128
2;Mittwoch;81
3;Mittwoch;57
4;Mittwoch;49
5;Mittwoch;113
6;Mittwoch;655
7;Mittwoch;2393
8;Mittwoch;4246
9;Mittwoch;2200
10;Mittwoch;1132
11;Mittwoch;1146
12;Mittwoch;1624
13;Mittwoch;1722
14;Mittwoch;1733
15;Mittwoch;1888
16;Mittwoch;2455
17;Mittwoch;4446
18;Mittwoch;4492
19;Mittwoch;2814
20;Mittwoch;1606
21;Mittwoch;1039
22;Mittwoch;773
23;Mittwoch;468
0;Donnerstag;235
1;Donnerstag;159
2;Donnerstag;73
3;Donnerstag;46
4;Donnerstag;39
5;Donnerstag;103
6;Donnerstag;683
7;Donnerstag;2265
8;Donnerstag;4211
9;Donnerstag;2111
10;Donnerstag;1122
11;Donnerstag;1037
12;Donnerstag;1265
13;Donnerstag;1385
14;Donnerstag;1353
15;Donnerstag;1455
16;Donnerstag;1995
17;Donnerstag;3334
18;Donnerstag;3012
19;Donnerstag;1904
20;Donnerstag;1036
21;Donnerstag;690
22;Donnerstag;581
23;Donnerstag;395
0;Freitag;241
1;Freitag;105
2;Freitag;61
3;Freitag;56
4;Freitag;31
5;Freitag;97
6;Freitag;551
7;Freitag;2032
8;Freitag;3868
9;Freitag;1970
10;Freitag;1087
11;Freitag;1078
12;Freitag;1423
13;Freitag;1521
14;Freitag;1377
15;Freitag;1536
16;Freitag;2067
17;Freitag;3418
18;Freitag;2761
19;Freitag;1712
20;Freitag;1020
21;Freitag;708
22;Freitag;594
23;Freitag;482
0;Samstag;332
1;Samstag;267
2;Samstag;193
3;Samstag;153
4;Samstag;97
5;Samstag;74
6;Samstag;97
7;Samstag;261
8;Samstag;514
9;Samstag;917
10;Samstag;1342
11;Samstag;1944
12;Samstag;2430
13;Samstag;2843
14;Samstag;2873
15;Samstag;3099
16;Samstag;2955
17;Samstag;2759
18;Samstag;2034
19;Samstag;1617
20;Samstag;1175
21;Samstag;579
22;Samstag;550
23;Samstag;490
0;Sonntag;377
1;Sonntag;295
2;Sonntag;222
3;Sonntag;185
4;Sonntag;79
5;Sonntag;57
6;Sonntag;84
7;Sonntag;153
8;Sonntag;339
9;Sonntag;678
10;Sonntag;1158
11;Sonntag;1468
12;Sonntag;1633
13;Sonntag;1874
14;Sonntag;1773
15;Sonntag;1701
16;Sonntag;1623
17;Sonntag;1590
18;Sonntag;1487
19;Sonntag;1194
20;Sonntag;701
21;Sonntag;463
22;Sonntag;377
23;Sonntag;225
0;Montag;139
1;Montag;108
2;Montag;43
3;Montag;28
4;Montag;38
5;Montag;101
6;Montag;603
7;Montag;2106
8;Montag;4220
9;Montag;2098
10;Montag;972
11;Montag;989
12;Montag;1288
13;Montag;1364
14;Montag;1335
15;Montag;1480
16;Montag;2123
17;Montag;4080
18;Montag;3904
19;Montag;2273
20;Montag;1275
21;Montag;736
22;Montag;492
23;Montag;262
0;Dienstag;120
1;Dienstag;72
2;Dienstag;47
3;Dienstag;29
4;Dienstag;47
5;Dienstag;113
6;Dienstag;706
7;Dienstag;2531
8;Dienstag;4628
9;Dienstag;2286
10;Dienstag;1144
11;Dienstag;1062
12;Dienstag;1415
13;Dienstag;1527
14;Dienstag;1402
15;Dienstag;1597
16;Dienstag;2190
17;Dienstag;4148
18;Dienstag;4143
19;Dienstag;2449
20;Dienstag;1359
21;Dienstag;910
22;Dienstag;620
23;Dienstag;363
0;Mittwoch;168
1;Mittwoch;77
2;Mittwoch;43
3;Mittwoch;23
4;Mittwoch;33
5;Mittwoch;116
6;Mittwoch;725
7;Mittwoch;2512
8;Mittwoch;4443
9;Mittwoch;2275
10;Mittwoch;1218
11;Mittwoch;1093
12;Mittwoch;1428
13;Mittwoch;1388
14;Mittwoch;1257
15;Mittwoch;1215
16;Mittwoch;1805
17;Mittwoch;3619
18;Mittwoch;3754
19;Mittwoch;2087
20;Mittwoch;1302
21;Mittwoch;804
22;Mittwoch;593
23;Mittwoch;403
0;Donnerstag;175
1;Donnerstag;113
2;Donnerstag;77
3;Donnerstag;41
4;Donnerstag;38
5;Donnerstag;110
6;Donnerstag;666
7;Donnerstag;2218
8;Donnerstag;4267
9;Donnerstag;2119
10;Donnerstag;994
11;Donnerstag;986
12;Donnerstag;1336
13;Donnerstag;1397
14;Donnerstag;1350
15;Donnerstag;1542
16;Donnerstag;2105
17;Donnerstag;3755
18;Donnerstag;3680
19;Donnerstag;2300
20;Donnerstag;1402
21;Donnerstag;927
22;Donnerstag;686
23;Donnerstag;489
0;Freitag;288
1;Freitag;153
2;Freitag;88
3;Freitag;57
4;Freitag;54
5;Freitag;106
6;Freitag;604
7;Freitag;2175
8;Freitag;4069
9;Freitag;2265
10;Freitag;1191
11;Freitag;1145
12;Freitag;1579
13;Freitag;1539
14;Freitag;1425
15;Freitag;1598
16;Freitag;2203
17;Freitag;3558
18;Freitag;2992
19;Freitag;1806
20;Freitag;1219
21;Freitag;746
22;Freitag;684
23;Freitag;558
0;Samstag;489
1;Samstag;241
2;Samstag;164
3;Samstag;186
4;Samstag;120
5;Samstag;106
6;Samstag;184
7;Samstag;200
8;Samstag;234
9;Samstag;669
10;Samstag;1141
11;Samstag;1555
12;Samstag;1986
13;Samstag;2081
14;Samstag;2242
15;Samstag;2505
16;Samstag;2710
17;Samstag;2567
18;Samstag;2075
19;Samstag;1502
20;Samstag;804
21;Samstag;485
22;Samstag;452
23;Samstag;496
0;Sonntag;461
1;Sonntag;378
2;Sonntag;139
3;Sonntag;92
4;Sonntag;52
5;Sonntag;76
6;Sonntag;71
7;Sonntag;160
8;Sonntag;279
9;Sonntag;619
10;Sonntag;1044
11;Sonntag;1442
12;Sonntag;1537
13;Sonntag;1739
14;Sonntag;1803
15;Sonntag;1708
16;Sonntag;1673
17;Sonntag;1567
18;Sonntag;1488
19;Sonntag;1121
20;Sonntag;782
21;Sonntag;473
22;Sonntag;427
23;Sonntag;296
0;Montag;199
1;Montag;84
2;Montag;56
3;Montag;26
4;Montag;42
5;Montag;95
6;Montag;657
7;Montag;2145
8;Montag;4437
9;Montag;2117
10;Montag;1082
11;Montag;1084
12;Montag;1244
13;Montag;1271
14;Montag;1135
15;Montag;1222
16;Montag;1749
17;Montag;3645
18;Montag;3687
19;Montag;2050
20;Montag;1074
21;Montag;722
22;Montag;384
23;Montag;282
0;Dienstag;133
1;Dienstag;82
2;Dienstag;31
3;Dienstag;28
4;Dienstag;35
5;Dienstag;109
6;Dienstag;729
7;Dienstag;2416
8;Dienstag;4453
9;Dienstag;2139
10;Dienstag;1073
11;Dienstag;1010
12;Dienstag;1303
13;Dienstag;1324
14;Dienstag;1253
15;Dienstag;1241
16;Dienstag;1924
17;Dienstag;3794
18;Dienstag;3741
19;Dienstag;2056
20;Dienstag;1241
21;Dienstag;726
22;Dienstag;580
23;Dienstag;362
0;Mittwoch;168
1;Mittwoch;94
2;Mittwoch;50
3;Mittwoch;32
